player_id,player_name,age,position,team,matches_played,minutes_played,goals,assists,yellow_cards,red_cards,market_value_million_eur,overall_rating,potential,rating_last_season,injury_days_per_season,monthly_salary_k_eur,nationality,tactical_profile,contract_years_remaining,expected_transfer_fee_million_eur,agent_fee_million_eur,xG,xA,market_value_next_season_million_eur,goals_per90,assists_per90,value_efficiency,potential_upside,disciplinary_index
4084,Bruno Diallo,33,Defender,Manchester City,17,1533,0,1,6,0,36.6,66,73,67,6,513.0,Nigeria,Central Defender,2,50.64,1.81,-0.42,1.15,38.72,0.0,0.05870841487279843,0.0273224043715847,7,6
4085,Antoine López,21,Defender,Benfica,8,754,0,0,3,0,38.38,69,77,66,26,581.7,Serbia,Attacking Fullback,3,55.29,2.35,0.67,0.14,39.45,0.0,0.0,0.0,8,3
4086,Pablo Ramos,19,Midfielder,Atalanta,10,932,0,4,7,0,37.66,67,68,65,43,674.3,Netherlands,Deep-Lying Playmaker,2,58.53,5.52,-0.38,4.27,34.8,0.0,0.3862660944206008,0.1062134891131174,1,7
4087,Ousmane Torres,21,Defender,Barcelona,33,2993,2,1,5,0,48.32,75,83,74,15,401.9,Italy,Overlapping Fullback,3,65.03,4.3,1.5,0.57,50.74,0.06014032743067158,0.03007016371533579,0.06208609271523179,8,5
4088,Jude Silva,19,Defender,Sporting CP,9,894,0,0,11,0,41.71,71,72,67,6,608.4,USA,Central Defender,4,63.21,5.36,0.99,0.18,41.63,0.0,0.0,0.0,1,11
4089,João Kovačević,25,Defender,RB Leipzig,20,1863,1,1,7,0,38.23,68,77,65,34,528.2,Morocco,Central Defender,2,50.5,3.23,1.05,1.18,39.07,0.04830917874396135,0.04830917874396135,0.05231493591420351,9,7
4090,David Ortega,24,Forward,Borussia Dortmund,13,1210,2,4,8,0,55.63,80,90,82,34,547.6,France,Target Forward,4,76.05,7.23,1.04,2.11,57.41,0.1487603305785124,0.2975206611570248,0.1078554736652885,10,8
4091,Bruno Martínez,32,Midfielder,Bayern Munich,16,1485,4,0,10,0,31.35,60,67,61,37,549.2,France,Pressing Midfielder,5,37.13,3.55,5.53,-0.04,31.22,0.2424242424242424,0.0,0.127591706539075,7,10
4092,Karim Alvarez,24,Midfielder,Ajax,10,933,2,1,4,0,48.08,75,85,72,20,460.7,Brazil,Pressing Midfielder,2,59.19,2.33,2.17,1.88,50.96,0.1929260450160772,0.09646302250803858,0.06239600665557404,10,4
4093,Alex Diallo,18,Defender,Porto,23,2129,4,0,2,0,59.96,83,91,85,13,517.8,Morocco,Overlapping Fullback,3,79.33,5.92,4.83,0.08,63.2,0.1690934711131987,0.0,0.066711140760507,8,2
4094,Nico Novak,20,Midfielder,Napoli,20,1808,1,1,1,0,50.51,77,84,72,6,765.5,France,Pressing Midfielder,1,77.44,3.73,-0.38,0.44,53.44,0.0497787610619469,0.0497787610619469,0.03959611958028113,7,1
4095,Antoine Ortega,20,Defender,Bayern Munich,25,2299,4,3,10,0,46.46,71,80,73,11,480.9,Portugal,Ball-Playing Defender,1,69.92,6.88,3.32,3.43,49.62,0.156589821661592,0.117442366246194,0.1506672406371072,9,10
4096,Alex Novak,21,Midfielder,Arsenal,13,1218,1,3,4,0,35.07,63,72,58,12,563.0,Italy,Advanced Playmaker,1,40.69,2.13,0.17,3.49,37.38,0.07389162561576355,0.2216748768472906,0.1140575990875392,9,4
4097,Jude Suárez,23,Defender,AC Milan,13,1241,0,0,8,1,36.15,66,67,65,3,560.9,Brazil,Central Defender,5,44.64,1.67,0.65,-0.38,36.29,0.0,0.0,0.0,1,11
4098,David Molina,28,Midfielder,Manchester City,34,3144,5,7,0,0,62.73,82,87,76,30,1066.0,USA,Deep-Lying Playmaker,5,88.67,8.71,5.26,7.43,62.1,0.1431297709923664,0.200381679389313,0.1912960306073649,5,0
4099,Andrés Rodríguez,23,Defender,Napoli,29,2618,5,3,7,0,43.21,67,70,67,0,723.7,Portugal,Overlapping Fullback,2,57.92,1.9,3.55,3.94,44.51,0.171886936592819,0.1031321619556914,0.1851423281647767,3,7
4100,Mohamed Zieliński,21,Defender,Inter Milan,7,685,1,0,10,0,42.55,72,75,74,29,458.0,France,Central Defender,5,55.93,3.48,1.16,0.18,41.36,0.1313868613138686,0.0,0.02350176263219741,3,10
4101,Victor Diallo,25,Forward,Ajax,20,1887,5,3,9,0,42.76,67,77,65,9,575.3,Netherlands,Target Forward,3,57.29,3.59,2.86,2.7,46.27,0.2384737678855326,0.1430842607313196,0.1870907390084191,10,9
4102,Mateo Alvarez,23,Midfielder,RB Leipzig,8,791,1,1,8,0,51.9,78,79,79,4,593.2,Morocco,Advanced Playmaker,1,74.45,4.53,0.47,2.14,52.0,0.1137800252844501,0.1137800252844501,0.03853564547206166,1,8
4103,Luka Rodríguez,25,Defender,PSG,26,2364,1,1,11,0,53.21,79,87,79,4,605.2,USA,Central Defender,4,66.55,5.98,-0.13,0.64,57.04,0.03807106598984772,0.03807106598984772,0.03758691975192633,8,11
4104,Diego Rodríguez,22,Midfielder,AC Milan,20,1825,1,5,2,0,50.33,76,82,76,32,647.8,England,Box-to-Box,3,79.51,7.79,1.68,5.21,50.13,0.04931506849315068,0.2465753424657534,0.1192131929266839,6,2
4105,Ousmane Ortega,23,Forward,Sporting CP,6,577,1,0,11,0,46.42,75,79,69,25,445.0,Argentina,Inverted Winger,4,61.79,5.13,0.07,-0.13,45.96,0.1559792027729636,0.0,0.02154243860404998,4,11
4106,Victor Zieliński,19,Midfielder,RB Leipzig,33,2976,3,4,9,0,46.51,71,76,67,6,384.4,Morocco,Deep-Lying Playmaker,1,55.55,5.26,4.71,5.53,48.28,0.09072580645161289,0.1209677419354839,0.1505052676843689,5,9
4107,Mohamed Diallo,19,Midfielder,Borussia Dortmund,27,2504,1,5,3,0,45.15,72,81,68,37,714.0,Nigeria,Advanced Playmaker,5,63.11,4.06,1.28,7.31,45.87,0.03594249201277955,0.1797124600638978,0.132890365448505,9,3
4108,Nico Silva,30,Forward,Real Madrid,7,682,2,0,12,0,42.06,71,75,67,31,659.7,England,Poacher,1,53.11,4.4,2.13,0.18,41.13,0.2639296187683284,0.0,0.0475511174512601,4,12
4109,Rafael Moreno,26,Forward,Juventus,35,3179,7,3,7,0,50.66,73,75,67,23,826.7,England,Inverted Winger,1,59.69,3.5,7.52,3.9,49.34,0.1981755268952501,0.08493236866939288,0.1973943939992104,2,7
4110,Mateo Vargas,19,Forward,Juventus,11,1051,5,1,2,0,43.28,70,79,71,43,616.5,Belgium,Target Forward,3,52.6,4.06,6.2,1.07,43.45,0.4281636536631779,0.0856327307326356,0.1386321626617375,9,2
4111,Sergio Ramos,18,Midfielder,PSG,19,1733,2,3,11,1,53.3,78,83,73,16,931.3,Belgium,Deep-Lying Playmaker,4,70.45,6.62,2.06,1.68,54.26,0.103866128101558,0.155799192152337,0.09380863039399626,5,14
4112,Victor Suárez,25,Defender,Juventus,34,3110,2,0,7,1,47.88,75,77,70,12,532.3,Argentina,Ball-Playing Defender,4,62.44,3.59,3.06,0.01,47.69,0.05787781350482315,0.0,0.04177109440267335,2,10
4113,Lucas Alvarez,27,Forward,Inter Milan,24,2234,3,7,6,0,53.53,76,85,76,24,530.5,Spain,Inverted Winger,5,68.94,6.04,4.26,5.87,55.78,0.1208594449418084,0.2820053715308863,0.186811133943583,9,6
4114,Mateo Hakimi,21,Defender,Porto,25,2322,1,1,9,0,50.06,77,79,77,15,650.9,Italy,Attacking Fullback,5,56.99,5.49,1.84,-0.07,49.56,0.03875968992248062,0.03875968992248062,0.03995205753096284,2,9
4115,David Martínez,26,Forward,Inter Milan,23,2079,6,2,7,0,43.41,67,70,63,0,421.7,Italy,Target Forward,4,63.15,5.24,6.49,1.43,44.71,0.2597402597402597,0.08658008658008658,0.18428933425478,3,7
4116,Gavi Silva,34,Forward,Manchester City,26,2378,6,3,4,0,38.63,62,70,62,0,617.1,Germany,Target Forward,2,46.04,4.32,7.5,3.2,41.72,0.2270815811606392,0.1135407905803196,0.2329795495728708,8,4
4117,Lucas Santos,21,Forward,Atalanta,15,1386,2,0,3,0,46.18,76,86,77,71,619.2,Nigeria,Inverted Winger,4,62.35,4.71,3.16,-0.49,44.24,0.1298701298701299,0.0,0.04330879168471199,10,3
4118,Gavi Fernandes,19,Defender,Inter Milan,33,3007,2,3,7,0,48.38,74,75,73,13,857.1,USA,Attacking Fullback,1,65.08,4.67,2.63,1.78,47.61,0.05986032590621882,0.08979048885932824,0.1033484911120298,1,7
4119,Nico Kovačević,35,Forward,Porto,22,2003,7,6,10,0,46.48,68,73,62,25,424.1,USA,Poacher,5,68.25,2.53,5.9,5.36,46.48,0.3145282076884673,0.2695956065901148,0.2796901893287436,5,10
4120,Mohamed Torres,21,Forward,AC Milan,18,1636,4,1,1,0,38.5,66,67,60,32,585.9,Croatia,Poacher,5,47.58,3.5,4.28,0.78,36.42,0.2200488997555012,0.05501222493887531,0.1298701298701299,1,1
4121,Marco Jović,24,Forward,Sporting CP,20,1828,6,5,6,0,42.45,66,72,65,33,634.2,Serbia,Inside Forward,5,47.85,4.38,4.2,2.47,42.2,0.2954048140043764,0.2461706783369803,0.2591283863368669,6,6
4122,Marco Rodríguez,33,Midfielder,PSG,31,2791,3,4,9,0,39.75,66,69,63,27,505.9,Croatia,Advanced Playmaker,1,58.21,4.63,4.25,2.49,38.8,0.09673951988534575,0.1289860265137943,0.1761006289308176,3,9
4123,Alex Moreno,21,Midfielder,Arsenal,11,1056,1,1,7,0,41.08,69,74,67,0,606.9,Portugal,Box-to-Box,4,56.9,3.16,2.19,1.08,43.13,0.08522727272727273,0.08522727272727273,0.04868549172346641,5,7
4124,Karim Ibrahim,24,Midfielder,Atalanta,28,2535,4,4,2,0,57.26,79,86,74,7,1011.7,Italy,Box-to-Box,4,67.24,4.93,2.99,4.72,60.47,0.1420118343195266,0.1420118343195266,0.13971358714635,7,2
4125,Enzo Silva,33,Forward,Barcelona,6,629,1,1,6,0,48.63,76,77,72,18,596.3,Morocco,Inside Forward,4,63.32,4.04,1.71,-0.4,47.37,0.1430842607313196,0.1430842607313196,0.04112687641373637,1,6
4126,João Santos,19,Defender,Benfica,11,995,2,0,9,1,58.85,84,86,79,31,700.4,Belgium,Attacking Fullback,1,80.41,3.64,1.45,-0.24,56.38,0.1809045226130653,0.0,0.03398470688190314,2,12
4127,David Castro,19,Midfielder,Juventus,11,1046,3,0,9,0,48.22,75,85,72,21,570.1,Belgium,Box-to-Box,3,53.51,4.71,5.42,-0.11,51.02,0.2581261950286807,0.0,0.06221484861053505,10,9
4128,Jude Torres,19,Midfielder,Real Madrid,9,819,0,1,8,0,37.88,68,74,64,25,315.9,England,Pressing Midfielder,3,44.2,3.92,0.76,1.11,38.26,0.0,0.1098901098901099,0.02639915522703273,6,8
4129,Gavi Ramírez,28,Defender,Barcelona,26,2393,1,3,10,0,42.27,69,76,68,0,729.4,USA,Ball-Playing Defender,3,62.04,3.38,1.66,2.43,45.23,0.03760969494358546,0.1128290848307564,0.09462976105985332,7,10
4130,João Hakimi,20,Forward,Barcelona,33,3046,13,6,11,0,68.83,82,88,81,24,606.0,Netherlands,Target Forward,4,81.24,7.72,16.97,2.11,69.66,0.3841103086014446,0.1772816808929744,0.2760424233619062,6,11
4131,Mateo Flores,24,Forward,RB Leipzig,32,2941,14,6,1,0,39.76,55,60,50,5,589.3,France,Inverted Winger,3,63.09,2.35,10.64,6.06,41.35,0.4284257055423326,0.1836110166609997,0.5030181086519115,5,1
4132,Mohamed Diallo,26,Goalkeeper,Ajax,26,2371,4,2,5,0,39.7,66,74,61,20,712.3,France,Shot Stopper,3,62.19,5.52,0.63,1.4,41.29,0.1518346689160692,0.07591733445803459,0.1511335012594458,8,5
4133,Martin Novak,18,Forward,PSG,29,2652,5,5,8,1,53.88,76,85,70,25,671.0,England,Inverted Winger,4,76.62,6.08,6.07,4.77,56.04,0.169683257918552,0.169683257918552,0.1855976243504083,9,11
4134,Bruno Petrović,27,Goalkeeper,RB Leipzig,18,1622,1,2,4,0,41.08,69,74,64,12,708.1,Croatia,Sweeper Keeper,3,54.68,3.16,-0.16,2.24,42.15,0.05548705302096178,0.1109741060419236,0.0730282375851996,5,4
4135,João Kovačević,21,Midfielder,RB Leipzig,20,1828,2,3,6,0,46.45,72,76,72,3,768.1,Ghana,Deep-Lying Playmaker,2,67.49,3.48,1.77,2.1,48.03,0.09846827133479213,0.1477024070021882,0.1076426264800861,4,6
4136,Andrés Molina,19,Midfielder,Real Madrid,5,509,0,2,1,1,43.95,72,78,68,9,422.7,France,Deep-Lying Playmaker,2,57.16,4.74,0.75,2.31,45.8,0.0,0.3536345776031434,0.04550625711035267,6,4
4137,David Petrović,21,Midfielder,Juventus,30,2707,3,5,2,0,53.53,76,85,73,0,564.7,Ghana,Box-to-Box,4,65.26,2.42,2.88,5.75,58.35,0.09974141115626153,0.1662356852604359,0.1494489071548664,9,2
4138,Thiago González,24,Goalkeeper,Napoli,21,1945,3,5,10,0,48.41,73,77,73,28,502.9,Italy,Sweeper Keeper,2,61.35,4.82,1.68,6.66,47.64,0.1388174807197944,0.2313624678663239,0.1652551125800455,4,10
4139,Diego Hernández,27,Midfielder,Napoli,15,1378,1,2,9,0,39.11,67,70,64,6,645.7,Germany,Box-to-Box,4,53.02,5.05,0.72,2.45,39.81,0.06531204644412192,0.1306240928882438,0.0767067246228586,3,9
4140,Luka Silva,22,Midfielder,Bayern Munich,17,1618,0,1,3,0,43.96,73,83,68,21,754.4,England,Box-to-Box,1,65.26,2.12,0.13,1.92,46.51,0.0,0.05562422744128553,0.02274795268425842,10,3
4141,Benjamin Ramírez,30,Forward,Juventus,10,987,4,2,11,0,42.93,68,75,69,0,543.7,Belgium,Poacher,4,47.5,3.81,4.73,2.1,45.94,0.364741641337386,0.182370820668693,0.1397624039133473,7,11
4142,Enzo Zieliński,29,Goalkeeper,PSG,9,888,0,4,7,0,51.8,78,85,75,26,416.2,Serbia,Sweeper Keeper,1,79.35,5.76,-0.71,4.26,52.73,0.0,0.4054054054054054,0.07722007722007722,7,7
4143,Mateo Vargas,21,Forward,Real Madrid,29,2650,5,2,1,0,54.96,79,83,76,45,551.1,Morocco,Inverted Winger,4,69.46,4.93,4.39,1.89,52.21,0.169811320754717,0.06792452830188679,0.1273653566229986,4,1
4144,Marco Petrović,28,Defender,Atalanta,20,1839,2,2,2,0,52.21,77,87,76,0,528.7,France,Ball-Playing Defender,4,58.08,5.08,2.32,2.37,57.43,0.09787928221859707,0.09787928221859707,0.07661367554108409,10,2
4145,Andrés Martínez,25,Midfielder,Atalanta,16,1502,2,1,4,0,36.28,64,73,63,1,397.6,Croatia,Box-to-Box,4,50.05,2.82,1.82,0.65,39.47,0.1198402130492676,0.05992010652463382,0.08269018743109151,9,4
4146,Gavi Ramos,33,Midfielder,Atalanta,12,1128,0,1,1,1,33.58,64,68,63,23,307.4,Nigeria,Advanced Playmaker,1,42.29,3.29,0.87,0.98,33.38,0.0,0.0797872340425532,0.02977963073257892,4,4
4147,Thiago Kovačević,23,Defender,Ajax,16,1474,2,2,1,0,42.08,70,74,65,31,483.3,Nigeria,Central Defender,2,52.56,2.97,2.06,3.73,41.15,0.1221166892808684,0.1221166892808684,0.09505703422053233,4,1
4148,Bruno Santos,28,Midfielder,Ajax,23,2159,1,1,10,0,55.97,81,85,81,2,697.0,Italy,Deep-Lying Playmaker,3,72.57,2.99,2.44,-0.41,57.98,0.04168596572487263,0.04168596572487263,0.03573342862247633,4,10
4149,Ousmane García,23,Defender,Juventus,33,2985,1,1,10,1,32.06,61,63,61,7,277.8,Serbia,Central Defender,3,44.89,3.87,0.68,1.12,32.25,0.03015075376884422,0.03015075376884422,0.06238303181534622,2,13
4150,David Vargas,29,Forward,Barcelona,18,1679,2,1,9,0,44.55,72,73,73,17,701.1,Croatia,Target Forward,3,57.64,2.82,2.17,1.33,43.48,0.1072066706372841,0.05360333531864205,0.06734006734006734,1,9
4151,Marco Moreno,25,Midfielder,Inter Milan,33,3013,1,4,9,0,28.28,56,61,53,21,268.0,USA,Box-to-Box,4,44.26,1.34,1.2,3.0,28.51,0.02987056090275473,0.1194822436110189,0.1768033946251768,5,9
4152,Luka Fernandes,19,Forward,Borussia Dortmund,32,2901,10,6,6,0,51.93,70,75,70,10,450.1,Ghana,Inverted Winger,5,81.95,3.03,6.16,7.57,53.49,0.3102378490175801,0.1861427094105481,0.308107067205854,5,6
4153,Daniel Ibrahim,19,Midfielder,RB Leipzig,9,890,2,2,1,0,49.78,76,77,70,23,539.8,Ghana,Pressing Midfielder,2,65.5,3.34,1.92,2.46,47.99,0.2022471910112359,0.2022471910112359,0.08035355564483729,1,1
4154,Daniel Bennacer,36,Forward,Porto,31,2828,7,7,0,1,39.25,60,66,58,11,425.2,USA,Inside Forward,5,45.03,1.63,10.89,9.76,40.74,0.2227722772277228,0.2227722772277228,0.356687898089172,6,3
4155,Diego Castro,25,Defender,Atalanta,31,2839,2,2,3,0,43.63,70,77,72,0,552.2,Argentina,Central Defender,3,48.19,2.73,2.09,0.23,46.68,0.06340260655160268,0.06340260655160268,0.09168003667201466,7,3
4156,Marco Santos,20,Defender,Sporting CP,11,1069,0,0,8,0,43.36,73,83,70,21,382.7,USA,Ball-Playing Defender,1,66.7,4.97,0.74,0.23,45.87,0.0,0.0,0.0,10,8
4157,Daniel Alvarez,22,Forward,Inter Milan,12,1100,2,4,11,0,38.96,65,73,61,5,362.2,Germany,Inverted Winger,3,59.91,5.48,1.53,3.87,41.69,0.1636363636363636,0.3272727272727273,0.1540041067761807,8,11
4158,Ousmane González,35,Forward,Borussia Dortmund,13,1259,2,3,2,0,43.41,71,78,71,40,723.3,Italy,Inverted Winger,2,55.07,3.29,1.7,4.29,42.98,0.1429706115965052,0.2144559173947578,0.1151808339092375,7,2
4159,Mohamed Vargas,25,Defender,Benfica,34,3085,8,1,11,0,55.66,77,81,79,15,485.0,Spain,Central Defender,5,86.16,5.06,5.93,0.2,56.22,0.233387358184765,0.02917341977309562,0.1616960114983831,4,11
4160,Rafael Martínez,19,Forward,Barcelona,30,2766,6,4,5,0,58.31,79,81,73,18,650.4,Brazil,Poacher,3,68.96,3.09,9.02,2.75,57.38,0.1952277657266811,0.1301518438177874,0.1714971702966901,2,5
4161,Jude Jović,20,Defender,Juventus,13,1186,1,1,3,0,35.51,65,66,59,22,303.0,France,Overlapping Fullback,1,49.38,4.57,1.48,-0.18,34.3,0.07588532883642496,0.07588532883642496,0.05632216277105041,1,3
4162,Bruno Ibrahim,20,Forward,Borussia Dortmund,27,2466,6,3,7,0,42.1,66,73,60,16,459.6,Argentina,Inside Forward,3,57.4,3.22,6.46,2.52,43.7,0.218978102189781,0.1094890510948905,0.2137767220902613,7,7
4163,Enzo Santos,35,Forward,Bayern Munich,24,2202,4,5,7,0,38.33,63,69,58,19,435.3,Germany,Inverted Winger,4,55.45,4.93,3.76,7.98,39.17,0.1634877384196185,0.2043596730245232,0.2348030263501174,6,7
4164,Gavi Rodríguez,20,Midfielder,PSG,7,654,3,0,9,0,41.72,69,75,69,7,629.1,Germany,Box-to-Box,4,63.1,3.27,3.02,0.11,43.64,0.4128440366972477,0.0,0.07190795781399809,6,9
4165,Sergio Santos,23,Midfielder,PSG,31,2811,0,2,5,0,52.61,79,88,80,12,934.1,Spain,Advanced Playmaker,3,73.89,4.54,-0.31,2.29,56.08,0.0,0.064034151547492,0.03801558639042008,9,5
4166,Victor Diallo,23,Midfielder,Inter Milan,26,2342,2,7,7,0,54.31,77,79,77,18,572.1,Nigeria,Advanced Playmaker,2,67.61,3.19,0.99,8.24,53.44,0.07685738684884715,0.269000853970965,0.1657153378751611,2,7
4167,Rafael Suárez,22,Goalkeeper,Ajax,25,2308,2,4,5,0,48.03,74,78,73,32,735.5,Italy,Sweeper Keeper,4,57.64,2.93,2.83,6.55,46.88,0.0779896013864818,0.1559792027729636,0.1249219237976265,4,5
4168,Ousmane Ramírez,19,Midfielder,Real Madrid,27,2496,0,8,5,0,42.08,68,76,64,25,753.8,Serbia,Pressing Midfielder,2,52.6,4.56,0.46,5.76,43.34,0.0,0.2884615384615384,0.1901140684410647,8,5
4169,Diego Petrović,23,Midfielder,Borussia Dortmund,32,2922,3,9,3,0,59.06,79,88,76,15,1062.8,Argentina,Advanced Playmaker,4,92.46,8.73,5.91,7.67,62.6,0.09240246406570841,0.2772073921971253,0.2031832035218422,9,3
4170,Sergio Torres,27,Midfielder,Benfica,21,1978,2,10,1,0,54.73,76,84,73,20,450.7,Serbia,Box-to-Box,1,71.03,2.62,1.99,9.0,56.92,0.0910010111223458,0.455005055611729,0.2192581765028321,8,1
4171,Samuel Ramírez,19,Midfielder,Manchester City,16,1524,1,5,12,0,46.0,72,81,73,20,626.7,England,Deep-Lying Playmaker,5,59.83,4.96,-0.36,5.37,48.3,0.05905511811023622,0.2952755905511811,0.1304347826086956,9,12
4172,Benjamin García,29,Midfielder,PSG,4,412,1,0,1,0,39.22,69,78,64,25,640.8,Ghana,Advanced Playmaker,1,54.76,5.11,0.89,-0.44,40.79,0.2184466019417476,0.0,0.02549719530851606,9,1
4173,João Petrović,23,Midfielder,Manchester City,21,1962,3,3,2,0,48.93,74,79,74,18,420.9,Nigeria,Pressing Midfielder,4,55.01,4.11,0.72,2.65,49.62,0.1376146788990826,0.1376146788990826,0.1226241569589209,5,2
4174,Antoine García,24,Midfielder,Borussia Dortmund,18,1706,5,2,4,0,48.05,72,75,68,7,805.5,Morocco,Box-to-Box,5,71.77,5.84,4.46,1.46,48.82,0.2637749120750293,0.1055099648300117,0.145681581685744,3,4
4175,Rafael Novak,21,Defender,AC Milan,34,3136,2,1,2,0,54.21,79,82,74,0,816.6,Argentina,Attacking Fullback,4,60.5,5.27,4.11,1.42,55.84,0.05739795918367348,0.02869897959183674,0.05534034311012728,3,2
4176,Nico Ortega,35,Midfielder,Barcelona,9,873,1,0,1,1,29.6,60,64,62,24,475.6,Croatia,Pressing Midfielder,3,35.56,1.81,1.29,0.44,29.36,0.1030927835051546,0.0,0.03378378378378378,4,4
4177,Martin Petrović,21,Goalkeeper,Real Madrid,12,1137,2,1,1,0,40.72,69,71,71,23,588.8,England,Shot Stopper,4,50.49,5.0,2.59,2.27,39.66,0.158311345646438,0.079155672823219,0.07367387033398821,2,1
4178,Alex Santos,27,Defender,Borussia Dortmund,33,2970,2,3,1,0,44.26,71,79,65,23,769.9,Serbia,Central Defender,1,53.32,1.67,1.85,3.84,45.76,0.06060606060606061,0.09090909090909091,0.1129688206055129,8,1
4179,Martin López,30,Midfielder,Manchester City,13,1210,0,3,1,0,35.08,64,69,59,17,281.9,Portugal,Deep-Lying Playmaker,1,54.91,3.88,-0.04,4.29,35.64,0.0,0.2231404958677686,0.08551881413911061,5,1
4180,Benjamin Ibrahim,18,Defender,Porto,15,1439,1,0,11,0,35.45,66,73,64,33,549.9,Argentina,Attacking Fullback,2,47.55,3.59,0.39,-0.55,35.59,0.06254343293954134,0.0,0.02820874471086036,7,11
4181,Enzo Molina,27,Midfielder,Arsenal,34,3126,4,5,1,0,49.51,73,78,70,22,844.0,Morocco,Advanced Playmaker,1,77.8,6.44,2.27,2.1,49.81,0.1151631477927063,0.1439539347408829,0.1817814582912543,5,1
4182,Enzo Fernandes,22,Defender,PSG,23,2104,1,2,12,0,38.3,66,71,63,0,561.6,Argentina,Central Defender,4,52.05,2.76,1.21,2.06,40.21,0.04277566539923955,0.0855513307984791,0.0783289817232376,5,12
4183,Rafael Rodríguez,19,Defender,RB Leipzig,20,1851,3,0,10,0,49.31,77,79,71,50,879.5,Germany,Overlapping Fullback,5,64.68,3.9,6.29,-0.02,45.37,0.1458670988654781,0.0,0.06083958629081322,2,10
4184,Rafael Santos,21,Forward,Bayern Munich,16,1462,2,1,4,1,37.75,66,72,67,15,570.8,England,Poacher,5,52.64,3.07,2.12,1.05,38.88,0.1231190150478796,0.06155950752393981,0.07947019867549669,6,7
4185,Diego Castro,20,Forward,Juventus,22,2003,4,2,3,0,50.08,75,80,74,24,818.5,Germany,Target Forward,4,67.36,2.11,4.56,1.33,50.18,0.1797304043934099,0.08986520219670494,0.1198083067092652,5,3
4186,Andrés Bennacer,27,Defender,Sporting CP,19,1716,4,0,4,0,38.41,65,69,60,0,685.0,Argentina,Attacking Fullback,5,48.73,3.81,3.72,-0.05,39.95,0.2097902097902098,0.0,0.1041395469929706,4,4
4187,Antoine Pérez,22,Midfielder,RB Leipzig,31,2834,3,3,8,0,46.2,72,76,72,24,444.1,Spain,Advanced Playmaker,2,58.5,5.23,4.23,3.37,45.83,0.09527170077628794,0.09527170077628794,0.1298701298701299,4,8
4188,Pedro Pérez,29,Midfielder,Atalanta,23,2126,1,7,4,0,39.21,65,75,67,20,389.1,Spain,Deep-Lying Playmaker,5,53.28,3.43,-0.46,6.82,41.56,0.04233301975540921,0.2963311382878645,0.204029584289722,10,4
4189,Pablo Ibrahim,19,Defender,PSG,34,3112,0,2,11,0,32.28,62,68,62,19,310.7,France,Ball-Playing Defender,3,48.24,4.32,-1.11,2.66,32.99,0.0,0.05784061696658098,0.06195786864931846,6,11
4190,Diego Jović,25,Forward,Atalanta,10,915,2,2,3,0,43.71,71,76,71,22,771.7,Italy,Target Forward,3,69.93,3.02,1.92,3.08,43.97,0.1967213114754099,0.1967213114754099,0.09151223976206818,5,3
4191,Thiago González,33,Defender,Porto,12,1160,3,3,5,0,37.28,63,64,63,0,334.4,Nigeria,Overlapping Fullback,5,53.37,3.14,2.88,4.16,37.65,0.2327586206896552,0.2327586206896552,0.1609442060085837,1,5
4192,Nico Ortega,19,Forward,Atalanta,11,1073,2,2,6,0,37.71,65,74,61,6,577.2,Croatia,Poacher,2,58.83,4.3,0.86,1.68,40.65,0.1677539608574091,0.1677539608574091,0.1060726597719438,9,6
4193,Martin Vargas,19,Defender,RB Leipzig,17,1568,3,2,4,0,46.8,72,78,71,0,700.2,Belgium,Central Defender,5,65.44,4.24,4.41,1.58,49.61,0.1721938775510204,0.114795918367347,0.1068376068376068,6,4
4194,Benjamin Santos,27,Forward,PSG,26,2362,9,4,10,0,51.95,72,79,73,17,622.1,France,Poacher,1,68.02,3.13,10.55,3.51,53.82,0.3429297205757832,0.1524132091447926,0.2502406159769008,7,10
4195,Gavi Ibrahim,33,Midfielder,Manchester City,8,760,1,3,6,0,39.61,67,72,62,8,497.6,England,Deep-Lying Playmaker,1,58.55,4.53,1.1,3.19,40.96,0.1184210526315789,0.3552631578947368,0.1009845998485231,5,6
4196,Mohamed Vargas,23,Defender,Juventus,22,2055,4,2,5,0,39.2,66,74,62,30,452.1,Spain,Overlapping Fullback,3,62.27,5.91,4.1,2.2,39.98,0.1751824817518248,0.08759124087591241,0.1530612244897959,8,5
4197,Martin Pérez,22,Defender,Borussia Dortmund,19,1727,2,2,1,0,39.31,67,71,65,18,682.4,Croatia,Overlapping Fullback,3,51.36,4.49,2.79,1.04,39.47,0.1042269832078749,0.1042269832078749,0.101755278555075,4,1
4198,Marco Alvarez,18,Forward,Ajax,34,3136,8,4,8,0,55.68,75,79,77,0,776.1,Morocco,Inverted Winger,3,88.75,5.69,6.1,3.07,57.91,0.2295918367346939,0.114795918367347,0.2155172413793104,4,8
4199,Gavi Martínez,35,Midfielder,Borussia Dortmund,23,2072,1,4,1,0,40.43,68,78,62,26,599.7,Nigeria,Pressing Midfielder,5,49.13,4.64,1.93,8.56,42.37,0.04343629343629344,0.1737451737451738,0.1236705416769725,10,1
4200,Nico Martínez,20,Defender,Borussia Dortmund,29,2681,4,2,11,0,45.45,72,76,66,43,630.4,Portugal,Overlapping Fullback,2,58.44,2.43,5.03,0.77,43.36,0.134278254382693,0.06713912719134651,0.132013201320132,4,11
